編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSPMLPLKHOFFAO76CA,12,3.00,見其他登記事項,鋼筋混凝土造,96年6月25日,七層,
RPRNMLLKKHOFFAO78EA,7,.06,辦公室,鋼筋混凝土造,100年11月21日,二十四層,一層
RPRNMLLKKHOFFAO78EA,7,57.00,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
RPRNMLLKKHOFFAO78EA,7,104.42,見其他登記事項,鋼筋混凝土造,100年11月21日,二十四層,十七層
RPRNMLLKKHOFFAO78EA,7,25.09,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
RPRNMLLKKHOFFAO78EA,7,18.07,共有部分,鋼筋混凝土造,100年11月21日,二十四層,
RPSNMLPKKHOFFAO09CA,11,59.55,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,十層
RPSNMLPKKHOFFAO09CA,11,8.08,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPSNMLPKKHOFFAO09CA,11,1.69,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPSNMLPKKHOFFAO09CA,11,11.80,見其他登記事項,鋼筋混凝土造,97年5月20日,十四層,
RPXOMLPKKHOFFAO07CA,3,67.95,見其他登記事項,鋼筋混凝土造,104年12月7日,八層,三層
RPXOMLPKKHOFFAO07CA,3,11.36,共有部分,鋼筋混凝土造,104年12月7日,八層,
RPXOMLPKKHOFFAO07CA,3,51.61,共有部分,鋼筋混凝土造,104年12月7日,八層,
RPSOMLNKKHOFFAO98CA,45,194.83,住家用,加強磚造,63年2月1日,三層,一層 二層 三層
