編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTPMLQLKHOFFAF68CA,,38.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPTPMLQLKHOFFAF68CA,,19.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTUMLQLKHOFFAF56CA,,49.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,二層
RPTUMLQLKHOFFAF56CA,,24.99,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQUNLQLKHOFFAF98CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPQUNLQLKHOFFAF98CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPSMLRLKHOFFAF68CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPPSMLRLKHOFFAF68CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXTNLQLKHOFFAF96CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPXTNLQLKHOFFAF96CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRUNLQLKHOFFAF09CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPRUNLQLKHOFFAF09CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPUNLQLKHOFFAF88CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十一層
RPPUNLQLKHOFFAF88CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOUNLQLKHOFFAF78CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPOUNLQLKHOFFAF78CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQSMLRLKHOFFAF78CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十五層
RPQSMLRLKHOFFAF78CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUSMLRLKHOFFAF56CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPUSMLRLKHOFFAF56CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTSMLRLKHOFFAF09CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十七層
RPTSMLRLKHOFFAF09CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVNMLOJLHOFFAF38CA,,38.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPVNMLOJLHOFFAF38CA,,19.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUUMLRLKHOFFAF76CA,,46.12,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPUUMLRLKHOFFAF76CA,,22.21,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWNMLOJLHOFFAF48CA,,38.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPWNMLOJLHOFFAF48CA,,19.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUNMLOJLHOFFAF28CA,,38.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPUNMLOJLHOFFAF28CA,,19.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUTMLRLKHOFFAF66CA,,38.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十七層
RPUTMLRLKHOFFAF66CA,,18.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRTMLRLKHOFFAF98CA,,38.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPRTMLRLKHOFFAF98CA,,18.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQWMLRLKHOFFAF56CA,,46.12,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十一層
RPQWMLRLKHOFFAF56CA,,22.21,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTTMLRLKHOFFAF56CA,,38.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPTTMLRLKHOFFAF56CA,,18.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPTMLRLKHOFFAF78CA,,38.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPPTMLRLKHOFFAF78CA,,18.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWTNLQLKHOFFAF86CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPWTNLQLKHOFFAF86CA,,18.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPROMLOJLHOFFAF08CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十一層
RPROMLOJLHOFFAF08CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQOMLOJLHOFFAF97CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPQOMLOJLHOFFAF97CA,,19.30,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSPMLMKLHOFFAF18CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPSPMLMKLHOFFAF18CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSQMLMKLHOFFAF28CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPSQMLMKLHOFFAF28CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPQMLMKLHOFFAF97CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPPQMLMKLHOFFAF97CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVQMLMKLHOFFAF58CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPVQMLMKLHOFFAF58CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRQMLMKLHOFFAF18CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPRQMLMKLHOFFAF18CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQQMLMKLHOFFAF08CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPQQMLMKLHOFFAF08CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWQMLMKLHOFFAF68CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPWQMLMKLHOFFAF68CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXPMLMKLHOFFAF68CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPXPMLMKLHOFFAF68CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXQMLMKLHOFFAF78CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPXQMLMKLHOFFAF78CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUQMLMKLHOFFAF48CA,,75.27,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPUQMLMKLHOFFAF48CA,,61.89,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTQMLMKLHOFFAF38CA,,67.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十九層 見其他登記事項
RPTQMLMKLHOFFAF38CA,,57.98,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRRMLMKLHOFFAF28CA,,72.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,三層
RPRRMLMKLHOFFAF28CA,,60.40,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPORMLMKLHOFFAF97CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPORMLMKLHOFFAF97CA,,64.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQSMLMKLHOFFAF28CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPQSMLMKLHOFFAF28CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPSMLMKLHOFFAF18CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPPSMLMKLHOFFAF18CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRVMLMKLHOFFAF68CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPRVMLMKLHOFFAF68CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQRMLMKLHOFFAF18CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPQRMLMKLHOFFAF18CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWRMLMKLHOFFAF78CA,,75.56,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPWRMLMKLHOFFAF78CA,,64.22,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPURMLMKLHOFFAF58CA,,75.56,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPURMLMKLHOFFAF58CA,,84.10,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTRMLMKLHOFFAF48CA,,75.56,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPTRMLMKLHOFFAF48CA,,62.04,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOSMLMKLHOFFAF08CA,,44.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,二層
RPOSMLMKLHOFFAF08CA,,44.53,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOVMLMKLHOFFAF38CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPOVMLMKLHOFFAF38CA,,48.02,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXSNLMKLHOFFAF09CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPXSNLMKLHOFFAF09CA,,52.11,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTTNLMKLHOFFAF78CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPTTNLMKLHOFFAF78CA,,48.02,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOUNLMKLHOFFAF38CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPOUNLMKLHOFFAF38CA,,47.85,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUSNLMKLHOFFAF78CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPUSNLMKLHOFFAF78CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWSNLMKLHOFFAF98CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十五層
RPWSNLMKLHOFFAF98CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOTNLMKLHOFFAF28CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十七層
RPOTNLMKLHOFFAF28CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTWMLMKLHOFFAF98CA,,51.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十一層
RPTWMLMKLHOFFAF98CA,,49.93,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXTNLMKLHOFFAF56CA,,49.19,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXTNLMKLHOFFAF56CA,,50.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,二層
RPSUNLMKLHOFFAF78CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPSUNLMKLHOFFAF78CA,,45.94,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTUNLMKLHOFFAF88CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,九層
RPTUNLMKLHOFFAF88CA,,45.94,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVUNLMKLHOFFAF09CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPVUNLMKLHOFFAF09CA,,47.85,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWUNLMKLHOFFAF56CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPWUNLMKLHOFFAF56CA,,47.85,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRVNLMKLHOFFAF78CA,,43.19,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,一層
RPRVNLMKLHOFFAF78CA,,43.82,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOVNLMKLHOFFAF48CA,,53.97,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOVNLMKLHOFFAF48CA,,63.34,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPQVNLMKLHOFFAF68CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十五層
RPQVNLMKLHOFFAF68CA,,45.94,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWVNLMKLHOFFAF66CA,,42.62,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPWVNLMKLHOFFAF66CA,,43.53,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXVNLMKLHOFFAF76CA,,42.62,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPXVNLMKLHOFFAF76CA,,43.53,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTVNLMKLHOFFAF98CA,,56.31,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,一層
RPTVNLMKLHOFFAF98CA,,52.34,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSWNLMKLHOFFAF98CA,,67.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPSWNLMKLHOFFAF98CA,,57.99,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRWNLMKLHOFFAF88CA,,67.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPRWNLMKLHOFFAF88CA,,57.99,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWWNLMKLHOFFAF76CA,,67.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,九層
RPWWNLMKLHOFFAF76CA,,60.17,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPWNLMKLHOFFAF68CA,,51.15,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPWNLMKLHOFFAF68CA,,49.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,三層
RPONOLMKLHOFFAF77CA,,72.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十七層
RPONOLMKLHOFFAF77CA,,60.54,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQWNLMKLHOFFAF78CA,,59.55,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPQWNLMKLHOFFAF78CA,,52.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXWNLMKLHOFFAF86CA,,72.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPXWNLMKLHOFFAF86CA,,60.54,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTWNLMKLHOFFAF09CA,,67.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPTWNLMKLHOFFAF09CA,,57.99,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVVNLMKLHOFFAF56CA,,63.34,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十三層
RPVVNLMKLHOFFAF56CA,,53.97,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOWNLMKLHOFFAF58CA,,57.88,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十九層 見其他登記事項
RPOWNLMKLHOFFAF58CA,,53.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVWNLMKLHOFFAF66CA,,67.52,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPVWNLMKLHOFFAF66CA,,57.99,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPNOLMKLHOFFAF87CA,,72.59,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPPNOLMKLHOFFAF87CA,,65.34,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPOOLMKLHOFFAF97CA,,66.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,九層
RPPOOLMKLHOFFAF97CA,,53.98,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUNOLMKLHOFFAF38CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPUNOLMKLHOFFAF38CA,,47.85,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXNOLMKLHOFFAF68CA,,52.63,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPXNOLMKLHOFFAF68CA,,49.32,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOOOLMKLHOFFAF87CA,,66.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPOOOLMKLHOFFAF87CA,,55.89,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSNOLMKLHOFFAF18CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十七層
RPSNOLMKLHOFFAF18CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWNOLMKLHOFFAF58CA,,52.63,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPWNOLMKLHOFFAF58CA,,51.50,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPRNOLMKLHOFFAF08CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPRNOLMKLHOFFAF08CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVNOLMKLHOFFAF48CA,,50.73,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPVNOLMKLHOFFAF48CA,,48.41,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTNOLMKLHOFFAF28CA,,47.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十一層
RPTNOLMKLHOFFAF28CA,,45.94,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQOOLMKLHOFFAF08CA,,66.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPQOOLMKLHOFFAF08CA,,53.98,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPROOLMKLHOFFAF18CA,,66.29,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPROOLMKLHOFFAF18CA,,55.89,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQNOLMKLHOFFAF97CA,,96.88,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十九層 見其他登記事項
RPQNOLMKLHOFFAF97CA,,72.78,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSOOLMKLHOFFAF28CA,,61.82,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPSOOLMKLHOFFAF28CA,,53.74,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUPOLMKLHOFFAF58CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPUPOLMKLHOFFAF58CA,,41.37,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQPOLMKLHOFFAF18CA,,76.39,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPQPOLMKLHOFFAF18CA,,60.76,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSPOLMKLHOFFAF38CA,,40.08,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPSPOLMKLHOFFAF38CA,,43.28,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPPOLMKLHOFFAF08CA,,77.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,九層
RPPPOLMKLHOFFAF08CA,,61.35,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWOOLMKLHOFFAF68CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPWOOLMKLHOFFAF68CA,,40.66,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPOPOLMKLHOFFAF97CA,,77.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPOPOLMKLHOFFAF97CA,,61.35,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUOOLMKLHOFFAF48CA,,73.74,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,二層
RPUOOLMKLHOFFAF48CA,,59.21,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTOOLMKLHOFFAF38CA,,73.74,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,三層
RPTOOLMKLHOFFAF38CA,,61.12,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVOOLMKLHOFFAF58CA,,38.61,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十五層
RPVOOLMKLHOFFAF58CA,,42.57,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPQOLMKLHOFFAF18CA,,46.12,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
